Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,Loan_to_Income_Ratio
Male,Yes,1,Not Graduate,No,5333,1131.0,186.0,360.0,1.0,Urban,1,6464.0,0.028774752475247526
Male,No,0,Not Graduate,No,3691,0.0,110.0,360.0,1.0,Rural,1,3691.0,0.029802221620157138
Female,No,0,Not Graduate,Yes,17263,0.0,225.0,360.0,1.0,Semiurban,1,12555.375,0.01792061169021236
Male,Yes,0,Graduate,No,3597,2157.0,119.0,360.0,0.0,Rural,0,5754.0,0.02068126520681265
Female,Yes,1,Graduate,No,3326,913.0,105.0,84.0,1.0,Semiurban,1,4239.0,0.024769992922859165
Male,Yes,0,Not Graduate,No,2600,1700.0,107.0,360.0,1.0,Rural,1,4300.0,0.02488372093023256
Male,Yes,0,Graduate,No,4625,2857.0,111.0,12.0,1.0,Urban,1,7482.0,0.01483560545308741
Male,Yes,1,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban,1,2895.0,0.03281519861830743
Male,No,0,Graduate,No,6283,4416.0,209.0,360.0,0.0,Rural,0,10699.0,0.019534535937938125
Female,No,0,Graduate,No,645,3683.0,113.0,480.0,1.0,Rural,1,4328.0,0.0261090573012939
Female,No,0,Graduate,No,3159,0.0,100.0,360.0,1.0,Semiurban,1,3159.0,0.03165558721114277
Male,Yes,2,Graduate,No,4865,5624.0,208.0,360.0,1.0,Semiurban,1,10489.0,0.01983029840785585
Male,Yes,1,Not Graduate,No,4050,5302.0,138.0,360.0,1.0,Rural,0,9352.0,0.014756201881950384
Male,Yes,0,Not Graduate,No,3814,1483.0,124.0,300.0,1.0,Semiurban,1,5297.0,0.0234094770624882
Male,Yes,2,Graduate,No,3510,4416.0,243.0,360.0,1.0,Rural,1,7926.0,0.030658591975775928
Male,Yes,0,Graduate,No,20833,6667.0,480.0,360.0,1.0,Urban,1,12555.375,0.03823063827245303
Male,No,0,Graduate,No,3583,0.0,96.0,360.0,1.0,Urban,0,3583.0,0.026793190064192018
Male,Yes,0,Graduate,Yes,2479,3013.0,188.0,360.0,1.0,Urban,1,5492.0,0.03423160961398398
Female,No,1,Graduate,No,13262,0.0,40.0,360.0,1.0,Urban,1,12555.375,0.0031858865227044194
Male,No,0,Not Graduate,No,3598,1287.0,100.0,360.0,1.0,Rural,0,4885.0,0.02047082906857728
Male,Yes,1,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban,1,8069.0,0.030982773577890692
Male,Yes,2,Graduate,No,3283,2035.0,148.0,360.0,1.0,Urban,1,5318.0,0.027830011282437006
Male,Yes,0,Graduate,No,2130,6666.0,70.0,180.0,1.0,Semiurban,0,8796.0,0.007958162801273306
Male,No,0,Graduate,No,5815,3666.0,311.0,360.0,1.0,Rural,0,9481.0,0.03280244699926168
Male,Yes,3+,Graduate,No,3466,3428.0,150.0,360.0,1.0,Rural,1,6894.0,0.02175805047867711
Female,Yes,2,Graduate,No,2031,1632.0,113.0,480.0,1.0,Semiurban,1,3663.0,0.03084903084903085
Male,Yes,0,Not Graduate,No,3074,1800.0,123.0,360.0,0.0,Semiurban,0,4874.0,0.025235945835043086
Male,No,0,Graduate,No,4683,1915.0,185.0,360.0,1.0,Semiurban,0,6598.0,0.02803879963625341
Female,No,0,Not Graduate,No,3400,0.0,95.0,360.0,1.0,Rural,0,3400.0,0.027941176470588237
Male,Yes,2,Not Graduate,No,2192,1742.0,45.0,360.0,1.0,Semiurban,1,3934.0,0.011438739196746314
Male,No,0,Graduate,No,2500,0.0,55.0,360.0,1.0,Semiurban,1,2500.0,0.022
Male,Yes,3+,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural,1,7101.0,0.01408252358822701
Male,Yes,2,Graduate,Yes,7948,7166.0,480.0,360.0,1.0,Rural,1,12555.375,0.03823063827245303
Male,No,0,Graduate,No,4680,2087.0,146.41216216216216,360.0,1.0,Semiurban,0,6767.0,0.021636199521525366
Male,Yes,2,Graduate,Yes,17500,0.0,400.0,360.0,1.0,Rural,1,12555.375,0.031858865227044196
Male,Yes,0,Graduate,No,3775,0.0,110.0,360.0,1.0,Semiurban,1,3775.0,0.02913907284768212
Male,Yes,1,Not Graduate,No,5285,1430.0,161.0,360.0,0.0,Semiurban,1,6715.0,0.023976172747580043
Male,No,1,Not Graduate,No,2679,1302.0,94.0,360.0,1.0,Semiurban,1,3981.0,0.02361215774930922
Male,No,0,Not Graduate,No,6783,0.0,130.0,360.0,1.0,Semiurban,1,6783.0,0.019165560961226596
Male,Yes,0,Graduate,No,1025,5500.0,216.0,360.0,1.0,Rural,1,6525.0,0.03310344827586207
Male,Yes,3+,Graduate,No,4281,0.0,100.0,360.0,1.0,Urban,1,4281.0,0.023359028264424198
Male,No,2,Graduate,No,3588,0.0,110.0,360.0,0.0,Rural,0,3588.0,0.030657748049052396
Male,No,1,Graduate,No,11250,0.0,196.0,360.0,1.0,Semiurban,0,11250.0,0.01742222222222222
Female,No,0,Not Graduate,Yes,18165,0.0,125.0,360.0,1.0,Urban,1,12555.375,0.00995589538345131
Male,No,0,Not Graduate,No,2550,2042.0,126.0,360.0,1.0,Rural,1,4592.0,0.027439024390243903
Male,Yes,0,Graduate,No,6133,3906.0,324.0,360.0,1.0,Urban,1,10039.0,0.03227413088953083
Male,No,2,Graduate,No,3617,0.0,107.0,360.0,1.0,Semiurban,1,3617.0,0.029582526956040918
Male,Yes,0,Not Graduate,No,2917,536.0,66.0,360.0,1.0,Rural,0,3453.0,0.019113814074717638
Male,Yes,3+,Graduate,No,6417,0.0,157.0,180.0,1.0,Rural,1,6417.0,0.02446626149290946
Female,Yes,1,Graduate,No,4608,2845.0,140.0,180.0,1.0,Semiurban,1,7453.0,0.018784382128002146
Female,No,0,Graduate,No,2138,0.0,99.0,360.0,0.0,Semiurban,0,2138.0,0.04630495790458372
Female,No,1,Graduate,No,3652,0.0,95.0,360.0,1.0,Semiurban,1,3652.0,0.026013143483023003
Male,Yes,1,Not Graduate,No,2239,2524.0,128.0,360.0,1.0,Urban,1,4763.0,0.026873819021625025
Female,Yes,0,Not Graduate,No,3017,663.0,102.0,360.0,1.0,Semiurban,1,3680.0,0.027717391304347826
Male,Yes,0,Graduate,No,2768,1950.0,155.0,360.0,1.0,Rural,1,4718.0,0.03285290377278508
Male,No,0,Not Graduate,No,3358,0.0,80.0,36.0,1.0,Semiurban,0,3358.0,0.023823704586063133
Male,No,0,Graduate,No,2526,1783.0,145.0,360.0,1.0,Rural,1,4309.0,0.03365049895567417
Female,No,0,Graduate,No,5000,0.0,103.0,360.0,0.0,Semiurban,0,5000.0,0.0206
Male,Yes,0,Graduate,No,2785,2016.0,110.0,360.0,1.0,Rural,1,4801.0,0.022911893355550928
Male,Yes,2,Graduate,Yes,6633,0.0,146.41216216216216,360.0,0.0,Rural,0,6633.0,0.022073294461354163
Male,Yes,1,Not Graduate,No,2492,2375.0,146.41216216216216,360.0,1.0,Rural,1,4867.0,0.030082630401101738
Male,Yes,1,Graduate,No,3333,3250.0,158.0,360.0,1.0,Urban,1,6583.0,0.024001215251405136
Male,Yes,0,Not Graduate,No,2454,2333.0,181.0,360.0,0.0,Urban,0,4787.0,0.03781073741382912
Male,Yes,0,Graduate,No,3593,4266.0,132.0,180.0,0.0,Rural,0,7859.0,0.01679603002926581
Male,Yes,1,Graduate,No,5468,1032.0,26.0,360.0,1.0,Semiurban,1,6500.0,0.004
Female,No,0,Graduate,No,2667,1625.0,84.0,360.0,1.0,Urban,1,4292.0,0.0195712954333644
Male,Yes,3+,Graduate,Yes,10139,0.0,260.0,360.0,1.0,Semiurban,1,10139.0,0.025643554591182564
Male,Yes,0,Graduate,No,3887,2669.0,162.0,360.0,1.0,Semiurban,1,6556.0,0.02471018913971934
Female,Yes,0,Graduate,No,4180,2306.0,182.0,360.0,1.0,Semiurban,1,6486.0,0.028060437866173297
Male,Yes,2,Not Graduate,No,3675,242.0,108.0,360.0,1.0,Semiurban,1,3917.0,0.027572121521572634
Female,Yes,1,Graduate,Yes,19484,0.0,600.0,360.0,1.0,Semiurban,1,12555.375,0.04778829784056629
Male,Yes,0,Graduate,No,5923,2054.0,211.0,360.0,1.0,Rural,1,7977.0,0.02645104675943337
Male,No,0,Not Graduate,Yes,5800,0.0,132.0,360.0,1.0,Semiurban,1,5800.0,0.022758620689655173
Male,Yes,2,Graduate,No,8799,0.0,258.0,360.0,0.0,Urban,0,8799.0,0.029321513808387316
Male,Yes,0,Not Graduate,No,4467,0.0,120.0,360.0,1.0,Rural,1,4467.0,0.026863666890530557
Male,No,0,Graduate,No,3333,0.0,70.0,360.0,1.0,Urban,1,3333.0,0.021002100210021003
Male,Yes,3+,Graduate,No,3400,2500.0,123.0,360.0,0.0,Rural,0,5900.0,0.020847457627118645
Female,No,0,Graduate,No,2378,0.0,9.0,360.0,1.0,Urban,0,2378.0,0.0037846930193439865
Male,Yes,0,Graduate,No,3166,2064.0,104.0,360.0,0.0,Urban,0,5230.0,0.01988527724665392
Male,Yes,1,Graduate,No,3417,1750.0,186.0,360.0,1.0,Urban,1,5167.0,0.035997677569189084
Male,Yes,0,Graduate,No,5116,1451.0,165.0,360.0,0.0,Urban,0,6567.0,0.02512562814070352
Male,Yes,2,Graduate,No,16666,0.0,275.0,360.0,1.0,Urban,1,12555.375,0.021902969843592884
Male,Yes,2,Not Graduate,No,6125,1625.0,187.0,480.0,1.0,Semiurban,0,7750.0,0.024129032258064516
Male,Yes,3+,Graduate,No,6406,0.0,150.0,360.0,1.0,Semiurban,0,6406.0,0.023415547923821417
Male,Yes,2,Graduate,No,3159,461.0,108.0,84.0,1.0,Urban,1,3620.0,0.02983425414364641
Male,Yes,0,Graduate,No,3087,2210.0,136.0,360.0,0.0,Semiurban,0,5297.0,0.02567491032659996
Male,No,0,Graduate,No,3229,2739.0,110.0,360.0,1.0,Urban,1,5968.0,0.018431635388739945
Male,Yes,1,Graduate,No,1782,2232.0,107.0,360.0,1.0,Rural,1,4014.0,0.02665670154459392
Male,No,0,Graduate,No,3182,2917.0,161.0,360.0,1.0,Urban,1,6099.0,0.026397770126250206
Male,Yes,2,Graduate,No,6540,0.0,205.0,360.0,1.0,Semiurban,1,6540.0,0.03134556574923547
Male,No,0,Graduate,No,1836,33837.0,90.0,360.0,1.0,Urban,0,12555.375,0.007168244676084944
Female,Yes,0,Graduate,No,3166,0.0,36.0,360.0,1.0,Semiurban,1,3166.0,0.011370814908401769
Male,Yes,1,Graduate,No,1880,0.0,61.0,360.0,1.0,Rural,0,1880.0,0.032446808510638296
Male,Yes,1,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural,0,4704.0,0.031037414965986394
Male,Yes,1,Graduate,No,4283,3000.0,172.0,84.0,1.0,Rural,0,7283.0,0.02361664149388988
Male,Yes,0,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban,1,3819.0,0.027232259753862266
Female,No,0,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban,1,2165.0,0.03233256351039261
Male,No,0,Graduate,No,4750,0.0,94.0,360.0,1.0,Semiurban,1,4750.0,0.019789473684210527
Male,Yes,2,Graduate,Yes,2726,0.0,106.0,360.0,0.0,Semiurban,0,2726.0,0.03888481291269259
Male,Yes,0,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban,1,6416.0,0.008728179551122194
Male,Yes,2,Graduate,Yes,6000,0.0,205.0,240.0,1.0,Semiurban,0,6000.0,0.034166666666666665
Male,No,3+,Graduate,Yes,9357,0.0,292.0,360.0,1.0,Semiurban,1,9357.0,0.031206583306615368
Male,Yes,0,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural,1,7159.0,0.019835172510127112
Male,Yes,0,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,1,12555.375,0.020708262397578725
Male,No,0,Not Graduate,No,3833,0.0,110.0,360.0,1.0,Rural,1,3833.0,0.02869814766501435
Male,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural,0,7383.0,0.025328457266693756
Male,No,0,Graduate,No,2987,0.0,88.0,360.0,0.0,Semiurban,0,2987.0,0.02946099765651155
Male,Yes,0,Graduate,Yes,9963,0.0,180.0,360.0,1.0,Rural,1,9963.0,0.018066847335140017
Male,Yes,2,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,1,5780.0,0.03321799307958478
Female,No,3+,Graduate,No,416,41667.0,350.0,180.0,1.0,Urban,0,12555.375,0.02787650707366367
Male,Yes,0,Not Graduate,No,2894,2792.0,155.0,360.0,1.0,Rural,1,5686.0,0.027259936686598662
Male,Yes,3+,Graduate,No,5703,0.0,128.0,360.0,1.0,Urban,1,5703.0,0.02244432754690514
Male,No,0,Graduate,No,3676,4301.0,172.0,360.0,1.0,Rural,1,7977.0,0.021561990723329573
Female,Yes,1,Graduate,No,12000,0.0,496.0,360.0,1.0,Semiurban,1,12000.0,0.04133333333333333
Male,Yes,0,Not Graduate,No,2400,3800.0,146.41216216216216,180.0,1.0,Urban,0,6200.0,0.023614864864864863
Male,Yes,1,Graduate,No,3400,2500.0,173.0,360.0,1.0,Semiurban,1,5900.0,0.029322033898305084
Male,Yes,2,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural,1,5398.0,0.029084846239347907
Male,Yes,0,Graduate,No,3232,1950.0,108.0,360.0,1.0,Rural,1,5182.0,0.020841373986877652
Female,No,0,Graduate,No,2900,0.0,71.0,360.0,1.0,Rural,1,2900.0,0.024482758620689656
Male,Yes,3+,Graduate,No,4106,0.0,40.0,180.0,1.0,Rural,1,4106.0,0.00974184120798831
Male,Yes,1,Graduate,No,8072,240.0,253.0,360.0,1.0,Urban,1,8312.0,0.030437921077959576
Male,Yes,2,Graduate,No,7583,0.0,187.0,360.0,1.0,Urban,1,7583.0,0.024660424634049848
Female,No,0,Graduate,Yes,4583,0.0,133.0,360.0,0.0,Semiurban,0,4583.0,0.02902029238490072
